reviewer,stars,title,review,date
mel shepperson,5,repeat favorite,repeat favorite. I've read Outliers a few times. but I got so much more out of it after listening to it.,2018-11-27
Sevense,5,"Must listen to, great book","Must listen to, great book. Eye opening book. It was really great and pleasant to listen to. You can’t go wrong.",2018-11-27
Rebecca Hamilton,5,So far one of the best books I have come across,"So far one of the best books I have come across. i wonder how someone who hasn't faced adversity will enjoy this book... but I hope that they would read it to better understand where some of us are coming from.  That said, this book doesn't just confirm theories on disadvantages... it's way more than that. It doesn't soothe people's excuses... does disprove preconceived ideas and biases...  makes you look at the bigger picture of success...     I am still wrapping my head around it but have learned so much!! have already been effected by the wider perspective I now have.  Great content and data... felt like I was REALLY learning.",2018-11-27
onenonlycasper,5,Great Book,"Great Book. I thoroughly enjoyed this book. It provided a great deal of insight into how people are shaped by many things including but not limited to their environment,  socioeconomic status, educational access/history, and other areas that are not always acknowledged when we look at an individual's success.",2018-11-26
Sierra Swiderski,5,Mindset and Opportunity,"Mindset and Opportunity. My main takeaways from this book were mindset, particularly perspective of life, and opportunity afforded to us each day, are everything. Malcolm Gladwell does an awesome job at giving the listener perspective on background and the environmental culture that play such a huge factor in what people do with their lives based on the way that they see life and how it's meant to be lived from their perspective and the opportunities put in front of them.",2018-11-23
J. Jarman,2,Really dull and far fetches,Really dull and far fetches. It's a very long winded way of trying to explain some correlations with successful people which mere common sense will tell you. A really dull book.,2018-11-22
Jean Hecht,2,D&G was better.,"D&G was better.. Gladwell broke his own thesis by chapter 2. In David and Goliath, the points he proves completely contradict the ones made here.",2018-11-22
Ali,5,An amazing author.,"An amazing author.. The author's words are so easy to understand, and nearly every point in this book I understood. Inspiring, entertaining, and informative.",2018-11-21
Doily,4,Interesting perspective on success.,Interesting perspective on success.. This was an interesting explanation of the factors which played a pivotal role in producing the world's most successful people.,2018-11-17
Anonymous User,5,craziness,craziness. loved it literally couldn't stop listening to this book. it was really enjoyable and would highly recommend,2018-11-15
TohirT,5,Malcolm Gladwell classic,"Malcolm Gladwell classic. I love this book. Not only because of how well Malcolm is at narrating his own work, and not because the examples are applicable - I primarily love it because of how well he breaks down the progression path for a lot of people we look up to. Gladwell is master at taking most complex or seemingly straightforward facts and demonstrating a completely new perspective you never thought about. Very thought provoking!",2018-11-14
KRC446,5,Fun Listen,"Fun Listen. Appreciate the criticism of Gladwell for his oversimplification and conclusions.  While I also did not always agree with him, did find his presentation and reading style very enjoyable.  In general, this was a fun and inspiring listen.",2018-11-12
MonstaMoment,5,A book that ALL Americans need to read or listen!,"A book that ALL Americans need to read or listen!. My parents and all Americans need to read or listen to this book in this age especially. The old mantra of being self made hard work isn't the end all be all of success. Everyone successful has had help, luck and opportunity. Without blessings; you can work as hard as fully want; and get nothing for it. This is a sociological study of extremely successful people, and people with all the potential; but not enough of the opportunities. Everyone at the top of the world had a caveat. We would do better as society if we just accepted that fact.",2018-11-10
Teivy,5,Great Book. Thought provoking and a must read!,Great Book. Thought provoking and a must read!. This book will open your thought process to truly understand people and their connection with society and their history. Brillant read.,2018-11-10
Candice R,5,great analysis of success & a little hope,great analysis of success & a little hope. I did enjoy the many aha moments and I do embrace some of the ideas that will be applicable to my own life and that of my children.,2018-11-08
marty,5,Food for thought.,"Food for thought.. Interesting insights into who we become.  Explains why we can typically be so good or bad in certain areas.  Ha!  Like when in college, the only asian person I noticed in any of my math classes was the professor.  No asian in my DNA, but I can feel better about my math skills now.",2018-11-08
Alex T.,5,I enjoyed this book so much,"I enjoyed this book so much. Excellently written and delivered.  Great insight, recommended to anyone who wants to understand the power of opportunity and hard work.",2018-11-07
Zak,5,My favorite book as of now. A must read,My favorite book as of now. A must read. This book makes sense out of everything and lets us know that we can actually Trace back specific moments in time for why we are positioned where we are in the world. this book actually disproves the word outlier outright. That there actually isn't a such thing as an outlier to begin with.,2018-11-07
John M. Rogers,5,A divine book for truly understanding success,A divine book for truly understanding success. This book is inspiring in a truly unique way. It was liberating. A must read.,2018-11-07
james,5,Brilliant,Brilliant. very pleasant voice. This book really makes you think and redefines what success actually is. Bill Gates was one fortunate guy.,2018-11-07
Lindsey C. Leach,5,Incredible,"Incredible. I loved this book! Not only is it a joy to listen to Malcolm Gladwell but the subject matter is incredibly interesting and well thought out. I was surprised by this book. I knew that the story of success wasn’t a story of the individual, but of the circumstances that helped the individual get to where s/he was, but I didn’t realize how much culture came into play. Really extraordinary. I’m a new big fan!",2018-11-06
Amazon Customer,5,must read,must read. loved it. educational and inspiring. easy to finish. should be in everyone's library. the audio version is easy to listen to as well.,2018-11-06
C. J. Scott,5,answers many questions,answers many questions. great book that explains many reasons why some people have an unseen advantage over others,2018-11-05
medavis3,5,game changer,game changer. this book will change the way you look at life and success and accomplishments. it will have you examining not only your life but that of those around you and those you have idolized growing up. It makes you rethink how you approach things and if you have young children you will look at life through this outlier lens for them so that you can give them the best start possible.,2018-11-04
Al Tunnell,5,Great Insight into Success,"Great Insight into Success. Gladwell's paints a picture to describe success that follows a different narrative than the traditional tale.   There are some fascinating conclusions about the impact of environment.   With that said, I think he dismisses, personal vision and the extent to which some people maximize their opportunities versus others.  The people in his narrative fully explored/exploited those opportunities,  but dismissing missed opportunities is careless.   Its just impossible to write a book about the innovations unrealized from the lack of vision or persistence because we never have the innovation to marvel upon.    Instead we can only deconstruct the product of the extreme success.   His points on cultural legacy seem very good.    Great read!",2018-11-02
Dennis,5,interesting perspective,interesting perspective. this book was good and gave me a good idea of how community can create success.,2018-11-01
Carlos,5,Must read,"Must read. Amazing! Best book I've read in a long time. ❤ It smashes the idea that success depends on the individual. Culture, team work, and luck all play a role in a person's success or lack there of.",2018-10-23
C D,5,Worth your time,Worth your time. I very much enjoyed this book.  It allows you to look at success from a different perspective,2018-10-21
Eric,5,Very Interesting Theories,"Very Interesting Theories. Good book with interesting thoughts on race., opportunity and hard work . The year born theory is especially perplexing.",2018-10-20
Scott,5,Compelling and fascinating,"Compelling and fascinating. Malcolm Gladwell is a gifted journalist and writer, and Outliers was both a fascinating and compelling look (or rather, assault) on how we view success. He’s got a great voice for podcasts/ audio books, and was enjoyable to listen to him read his book. Couldn’t put down!",2018-10-18
Francisco Sordo,5,Amazing book!,"Amazing book!. Incredibly insightful and inspiring. One of the best reads of my life, a book that definitely leaves you thinking.",2018-10-16
luciano,5,Written and read by the same author,"Written and read by the same author. It describes how ordinary people, in exceptional circumstances, become outliers. Examples include Bill Gates, New York attorneys and famous humorists.",2018-10-13
Anonymous User,5,Bootstrappers,"Bootstrappers. Great narration of how opportunities through policies, economic or social status, or marked periods in time provide insight of success.",2018-10-12
MJCLAXDEN,5,Deeply thoughtful,Deeply thoughtful. This was a very breezy book that offered great information about the factors of success and how outside influences can unknowingly affect the patterns of success.  This was a great book to learn about some of the hidden factors that propel success in others.,2018-10-04
Chris,4,Very interesting concept,Very interesting concept. First couple of chapters are critical to understand the concept and the idea behind. Then is comes too descriptive in my view. Last three chapters were those I enjoyed the most. The book definitely arise some questions and debate. Very worth “reading”,2018-09-30
Amber Kaddour,5,Great Advice and Interesting Analysis,"Great Advice and Interesting Analysis. People will innately want to disagree with the ides of this book; but, I think it's an honest and correct analysis of the hidden winds that blow the successful forward. Even more than that there are practical applications you can draw on a bunch of subjects. This was the most well thought out non-fiction book I've ever read.",2018-09-29
Dr Dina,5,Brilliant!,"Brilliant!. Malcolm Gladwell is the rare combination of a Master storyteller and a fantastic social scientist. You need no expertise to gain enormously from this book, but even if you’re well educated it’s worthwhile. It’s a different take on success and a flushing out of the underlying reasons some people and groups do well while others, equally capable, struggle and fail.",2018-09-29
patrick perry,1,assumption based onesided research methods,"assumption based onesided research methods. this is like the normal incredibly biased base news reporting...this type of ""soft science research approach"" is what gives all soft sciences a bad name!!  wouldn't recommend to anyone...its just agenda based preaching...",2018-09-27
rodolfo,5,Éxito desde otro punto de viata,"Éxito desde otro punto de viata. Este libro muestra las historias de éxito tradicionales, vistas desde otro ángulo dónde se muestra las verdaderas características que son necesarias para ser ""exitoso""",2018-09-27
tp,4,Great read,"Great read. Thought provoking, well researched, and entertaining.  Brings up numerous good points regarding how society helps in the development of successful people.  However, he minimizes the drive and hard work of individuals within groups who had same opportunities yet pushed themselves to success.",2018-09-27
Amazon Customer,4,Good book,Good book. Very good I liked it  And I don’t like to many things Worth Listening to,2018-09-20
WAYNE YUNGHANS,5,exquisitely and lightning a marvelous book,"exquisitely and lightning a marvelous book. this book just kept getting better. Malcolm Gladwell is a consummate Storyteller, but he tells his stories with a purpose. in this book he investigates rarely considered elements of success. Things like timing and culture and apparent accidents of History. He soundly supports his arguments with data, and reaches some surprising and exciting conclusions. This book will help you understand yourself, your world, your past, and your future. for those that are blessed with young children, it will also inform your child rearing. Outstanding book",2018-09-18
LNOVAK,5,Fascinating,"Fascinating. Love this book. Interesting, full of data not just opinions. And the narration by the author is excellent",2018-09-18
Hernan with Sias First Real Estate,5,Great Book!,Great Book!. Loved this book. Really digs deep into our origins. you'll love how his stories make math problems interesting and intelligent.,2018-09-15
Kalyani,5,Great Book.,Great Book.. Loved it. Thought provoking. Forces you to look at things differently and makes you a bit more humbleabout tourown success.,2018-09-11
Oleg Berezhnoy,5,Different perspective on personal success,"Different perspective on personal success. My favorite parts here in this book are dedicated to educational systems and parenting, and what can be done about fixing the current state of things, so that more people could become successful at what they are doing academically.",2018-09-11
Erika Tarin,5,Eye-opening patterns,"Eye-opening patterns. This book was a complete eye opener and not in just one way, but many! The different patterns that made outliers who they are today are remarkable and outstanding all to see that you are an outlier too.",2018-09-09
Jason C Gaffney,3,I expected something different,"I expected something different. I love Malcolm's storytelling ability, his interest in odd behavior, creative story sourcing, etc.  This book had all those things.",2018-09-07
Nicola,4,Outlook broadening,"Outlook broadening. I fell there is a lot of overanalyzing, but it is a good listen nonetheless.",2018-09-06
Juan C Gutierrez,5,Narrator,Narrator. No one other than Malcom Gladwell to be the reader of his own book! Truly knows how to eloquently use his voice to keep interest.,2018-09-05
Fabiola,5,Fascinating,Fascinating. A provocative look at success and how the most successful people in history rose to notoriety!,2018-09-05
Amazon Customer,4,great book!,"great book!. The book talks about how some geniuses came to be, and the circumstances, ethnicities, and best time periods to be born to have become successful.  Mostly factual book, and towards the middle it has more stories involved.  Started to get boring in the middle, but that's just my opinion.",2018-08-31
Korie K,5,Why did I not read this earlier?,Why did I not read this earlier?. This was a very helpful book for me as an educator. I love Malcom’s perspective and insight.,2018-08-31
Amazon Customer,5,Eye opening and intriguing,Eye opening and intriguing. Malcolm Gladwell dives into famous succesx stories and unveils the curtain behind their rise to stardom. Oppurtunity mixed with hard work is what makes the difference and in the end. You need both to be an outlier.,2018-08-30
Keith Dennis,5,No part of this book isn’t great,"No part of this book isn’t great. There’s nothing I can say about Outliers that hasn’t already been said, so instead I’ll say what a great job Malcolm Gladwell did reading the audio book.",2018-08-29
Alex Ytterdahl,4,Love the stories and anecdotes...,"Love the stories and anecdotes.... Gladwell sounds very convincing, and his book is full of well told anecdotes, success stories, and what seems to be crucial statistics. However, it sometimes seems a bit of «cherry picking» when Gladwelltend to mostly tell us what fits his view. It’s not to be read as facts, but as something to be added to a much bigger debate. Gladwell mostly argues that opportunities and hard work are the main engredients to success. But he doesn’t really talk much about «grabbing» the opportunities that is in front of you, or creating opportunities out of what seems to not be one to others. He explores it a bit when talking about the different cultural glasses people view the world with, so not completely taking it away from him.",2018-08-29
Anonymous User,5,Wow!,"Wow!. This book was something else. Not only was it entertaining and fun to listen to, but it gave me a greater understanding of why people are simply great. Would 12/10 suggest this book to anyone who wants to listen to this on a long car ride or working out at the gym!",2018-08-28
lilicedt,5,"success and the American self-made man, explained","success and the American self-made man, explained. just classic really gets you thinking about your own life, the effort you put in, and the results that can come forth from those efforts. It is Well written, well-read, and easy to digest, without being low level by any measure. it really made me think, and gave me hope for all of us striving to be that idealized, American, self-made man.",2018-08-27
George Sisneros,5,SO GOOD!,"SO GOOD!. I love to read.  How did I not know about Malcom Gladwell???  A true genius of our time.  I’ve read The Tipping Point, Outliers and now David and Goliath.  I don’t know if I’ve ever read 3 books by the same author who is so solid EVERY TIME.",2018-08-27
Damien M. Wilson,5,Essential reading on the gene versus meme debate,Essential reading on the gene versus meme debate. There's not much I could say here as a way to capture both the insight and vivid nature of Malcolm Gladwell's illustration of exceptional achievers that hasn't already been said. The only addition I want to make is that listening to this book changed the way I think (and will teach) about building a successful career. I'll be returning to this book again. It was that good!,2018-08-26
sjordi,5,Enlightening,"Enlightening. The strength of Malcolm Gladwell lies in his ability to thoroughly research and synthesize deep studies of our personal thoughts, perceptions, habits, and the way we look at our world, on which we tend to think everything is understood and taken for granted.",2018-08-24
Otavio Costa,5,Seeing things from another angle!,"Seeing things from another angle!. The last chapter, which is an interview with the author, is a great resume of the book, which is a must be read!",2018-08-24
Amazon Customer,4,escucha primero la entrevista,"escucha primero la entrevista. Al principio no entendía el por que del relato, la entrevista le da más sentido",2018-08-23
Aletha,5,The first but not last book I'll read by Gladwell,"The first but not last book I'll read by Gladwell. Not only did I learn about how successful people came to be successful, but I also learned about history, different cultures, rice farming, coding, the educational system and so much more. Truly an interesting and thought provoking book. I thought it'd be a self-help type of book but it wasn't at all, though I do feel a little better knowing some reasons about how successful people came to be successful. I think Bill Bryson and Gladwell's writing is very similar. They both have a general main idea of their writing but it's also full of so much more interesting information along the way. I definitely want to listen to this again!",2018-08-21
thomas,2,Good if you lived in 1950's America.,Good if you lived in 1950's America.. I gave up on this half way. It sounded like a motivation tape for white middle America. Only a passing comment was made about any one who succeeded who was of color. That was a statement about the success of the University of Michigan's program of affirmative action.,2018-08-20
HX Pham,5,Gladwell's does it again.,Gladwell's does it again.. Gladwell's genius for seeing continues to inspire and inform how to make sense of the world.,2018-08-20
Yarngirl52,5,A different take on success,A different take on success. l loved this book. I listened to it twice and they second time was just as good. Gladwell made two excellent points regarding education. Tracking children too early developmentally is detrimental. The same is true for sending a 4 year old to full day kindergarten. I waited until my son was nearly 6 before he started school.,2018-08-19
Kindle Customer,5,fantastic,fantastic. his narrative ability is as captivating as the anecdotes that fill his book. this book is likely to cause a lot of perspective changing.,2018-08-19
PEDRO BARRALES,5,A must read!!!!!,A must read!!!!!. I enjoyed this book very much because it provided a different perspective of what opportunities bright individuals did to make them successful. I would definitely recommend this book to anyone. Malcom Gladwell did a great job.👍🏽,2018-08-19
PT_Matt,3,Interesting perspectives,Interesting perspectives. The basis of this book is that you have to be the right person in the right spot at the right time. The stories are very interesting but it's not a very motivating book. #tagsgiving #sweepstakes,2018-08-16
Amazon Customer,5,Makes you think!,"Makes you think!. To be honest this is probably the first book I have actually completed and read all the way through. I have never been a big reader. This book though, made me keep wanting to hear the next story or the next part of the book. It was interesting to see how all the outliers mentioned in the book, made their way in the world. Along with that though, it makes you think to yourself, ""how can I find my opportunity and maximize it to the fullest potential?"" It also makes you think about all the valuable resources our generation has at our disposal to become what we define ourselves as successful, compared to the resources available to the Outliers in the book!",2018-08-16
Alexandra M Holliday,5,Another incredible book by Gladwell.,"Another incredible book by Gladwell.. An in-depth look at the different influences that create the perfect environment for an outlier. This book did a wonderful job breaking down many different cultural, generational, and dates that can create the perfect recipie for greatness.",2018-08-16
B. C.,5,Opens your eyes,"Opens your eyes. Changes the way you think about life, success and other people. A must read  for life.",2018-08-13
Jonathan,5,Amazing,Amazing. This book is amazing! It answered my questions before I even had them. A must read.,2018-08-09
N. Hawryluk,3,"Great Anecdotes and Insights, But Doesn’t Tie Back Together","Great Anecdotes and Insights, But Doesn’t Tie Back Together. Great anecdotes and insights, but the book doesn’t bother to tie these findings about circumstance back to the central theme of becoming a successful person or “outlier” yourself, which I assume is its mission. For some I imagine it would actually achieve the opposite goal, an existential fear of always being “in the wrong place at the wrong time” through its extreme determinist viewpoint. I still loved the book, but I think it may be harmful for certain people to think this way, especially if they weren’t very confident about themselves going in. [AUDIBLE]",2018-08-09
Anonymous User,5,Malcolm the genius,Malcolm the genius. loved it from the start to end. book is very thought provoking to say the least,2018-08-07
Ray,5,Interesting Insights,Interesting Insights. This book has some great insights and helps develop a viewpoint that can be applied to analysis of success.,2018-08-07
Chris N.,4,Great audiobook,Great audiobook. First audiobook I listened to twice. That says a lot. Great story with a beautiful execution by the author himself. Highly recommend.,2018-08-07
Jeff & Mel,5,Gladwell is fantastic as always!!,"Gladwell is fantastic as always!!. As you might glean from the title, I am big fan of Mr. Gladwell's works. He has a knack for discussing commonly held ideas, and reassessing they way that those ideas were formed. In this particular work, Gladwell takes on the idea of success and what makes the ultra-successful who they are. He particularly addresses the idea of the ""self-made man"" and how the ultra-successful are actually products of their particular time and place just as much products of their own talents. The way that Malcolm Gladwell frames his arguments is very compelling, and the fact that you get the pleasure of listening to him read his own work is an added bonus.",2018-08-07
Amazon Customer,5,Great Book,Great Book. Fascinating listen. Opens the mind to how most of the successful people in everyday life have been provided an advantage to succeed.,2018-08-07
Tama Sulu I'e,5,"Get it, listen to it, and then get his other books","Get it, listen to it, and then get his other books. I do not know what more I can say. He is a master word smith and he is knowledgable in his breadth and depth of outliers. I can say that I have never thoroughly enjoyed any other author as I have with Malcolm Gladwell. His nuanced words leap off the page, as only he can say them with the tone and inflections he writes with.",2018-08-07
Matt S.,4,Gladwell’s unique perspectives are a gift,Gladwell’s unique perspectives are a gift. I am a big Malcolm Gladwell fan. None of his books disappoint and Outliers is no exception. If you enjoyed this or any of his other books I would recommend that you listen to his Podcast called “Revisionst History” it’s phenomenal.,2018-08-06
Matt,5,Tremendously valuable insights into how we measure success,"Tremendously valuable insights into how we measure success. Gladwell is a master at weaving evidentiary stories into proving points that create valuable insights into the human experience. This book helps to add color and substance to what would seem a black-and-white, two-dimensional argument. Success is more than just one person’s abilities, but rather is built upon a legacy of the individual’s hard work, family upbringing, culture, and opportunities given to generations of people.",2018-08-06
Chad F.,5,Worth it for the narration alone!,Worth it for the narration alone!. Great book with some interesting stories to make you think.  Gladwell narrating really makes it a great listen.,2018-08-06
Vince,5,great book,great book. really makes you think about many different factors on why people are truly successful.  i recommend this book,2018-08-06
KHW,5,New perspective on success,"New perspective on success. In this book Outlier is only on the success side as the term Outlier can easily be used to define extreme success but I also appreciate how he touched on the other end of the spectrum as well (catastrophic failure). The simple synopsis of this book is that a successful Outlier is not a self made man only but also needs a few lucky circumstances, ethnicity, genetics, family background and breaks to become an Outlier.It all makes sense. I love Gladwell's style. The way he makes connections, reviews previous facts throughout the reading, and ties it all together.",2018-08-06
badbadtz,5,Fascinating,"Fascinating. From sports champions to plane crashes, he ties everything together in such a compelling way.",2018-08-06
Starla H.,3,wasn't my cup of tea,"wasn't my cup of tea. Just not the normal subject I read, didn't really ever gain my interest. Don't believe I'll be following this author.",2018-08-06
Ryan,4,Thought provoking,"Thought provoking. Great content, mediocre performance. This one really makes you think though and I'd recommend it as Gladwell always delivers.",2018-08-03
Peter,4,smart,smart. i loved the very insightful stories.  it was obvious that this was  researched thoroughly.  one of the best,2018-08-03
Omar the menace,5,incredible,incredible. Going into the first few chapters regarding genius I was struck with the overwhelming understanding of what it meant to have a sense of community.,2018-08-01
Jonathan Delman,5,Wonderfully fresh take on success,"Wonderfully fresh take on success. Very smartly written book that made me think differently about success and what conditions are needed to get ahead in the modern world. As a parent, this book challenged my assumptions of the middle class advantages and what we can do as a society to learn from our failures and successes.",2018-08-01
Anonymous User,5,Highlighted the importance of a good Community,Highlighted the importance of a good Community. Facts. Stats. Stories. And great analogies. Each chapter/section pretty much explores different fields or areas of life. And makes are strong case for asking why more isn't being done to ensure as many people as possible are giving the same opportunities as the best group of performers.,2018-08-01
Vlada,5,Recommended,Recommended. Amazing and very interesting story.Love to listen when driving . Recommend to anyone especially teenagers striving for success,2018-08-01
Marvin,5,wonderful book nicely red loved it!!,wonderful book nicely red loved it!!. I love this book finished it in two and a half days and I will now read it to soak it in even more highly recommended a must-read really and I look at opportunities in a new light something not to be squandered or missed,2018-07-29
Fahad Ali,5,wonderfully narrated,wonderfully narrated. kept me listening without fail.  some very interesting social scientific assertions by the author. highly recommended,2018-07-28
Andrey G,4,Excellent perspective view on success achieving,"Excellent perspective view on success achieving. Great analysis of evident cause of success that is clouded by notion of genius in our time. Lots of kids who think they are geniuses may benefit from this book, come down from their cloud based thoughts and start working hard on building their seed of genius into actual success. We'll summed up notion that hard meaningful work pays back for everyone who does it.",2018-07-25
F.Jay ,5,Love it!,Love it!. This book opened my eyes to new ways of thinking. I wish I knew these things years ago.,2018-07-25
33gregorio,5,Very good,"Very good. This offers a great insight to how/why people are successful. I will admit, I felt a little hopeless or jealous at points because I haven't seen many ""breaks"" in life. But this book helps put things in perspective.",2018-07-25
BenRias,5,"more than just ""10,000 hours""","more than just ""10,000 hours"". I kept hearing from people that  this book promotes the 10K hour theory of",2018-07-25
MIGTRA,5,Esfuerzo sacrificio y estar en el lugar correcto,Esfuerzo sacrificio y estar en el lugar correcto. el autor describe claramente los factores que ayudan a entender lo que tienen en común las personas escepcionales.,2018-07-23
Wildcat Pride Swimming Style,5,Wonderfully illuminating,"Wonderfully illuminating. Malcolm Gladwell has written a thoroughly researched, concisely written analysis on the defining characterics of extraordinary accomplishment. The implications of his analysis serves as both a clarion call for transformative achievement and a sobering indictment of our conventional definitions of success.",2018-07-18
adriaan,5,great book explore succes,great book explore succes. this book gives you a new vision on success and the outliers in the world! must read,2018-07-16
Ally Stirling,5,Smashed it!,"Smashed it!. Absolutely awesome time reading this. clear, concise and interesting. I would read again for sure",2018-07-15
Denise,5,Terrific book,Terrific book. Excellent listen. Great story and content. Entertaining and thought provoking. I will read more by this author.,2018-07-15
Ines,5,Excellent book,Excellent book. This is one of the life-changing books.,2018-07-14
Chr. G,5,Fascinating,Fascinating. A pleasure and educating.,2018-07-14
Diana,5,What does it take to succeed?,"What does it take to succeed?. In this book Gladwell masterfully displays that it takes more than hard work to be very successful. Luck and surroundings play a very important part. You can't get anywhere without hard work, but you also can't get anywhere if your surroundings are working against you. I tend to like Gladwell's sweeping explanations, but at the end he brings it down to a more personal level, which I think helps the reader/listener understand his theory on a micro scale.",2018-07-12
Chad Steenhoek,2,"Great insights, but misses the point.","Great insights, but misses the point.. While he points out all of the opportunity Bill Gates had, everyone at his school had the same, but Gates did the work. Same with the Beatles, Joy, and his own mother. Everyone is given opportunities, equal no, and thus outcomes will not be equal. So to say Gates and all those who are outliers are not responsible for their achievements is false. They maybe outliers because of unique opportunities but they are also outliers because of their rugged individualism and hard work. What nation has  rugged individualists and hard work as their core? The USA. What nation has forever changed the world for the improvement of all man kind because of the enormous amount of outliers we produce? The USA. So to say it is all luck takes away from those who did the damn work at their own risk.",2018-07-10
Leslie,5,"An addictive ""binge-read""","An addictive ""binge-read"". The content was even more interesting than I was anticipating. I was hooked from the first chapter!",2018-07-09
Tony Khoury,5,I love this author,I love this author. I recommended this book to everyone I know. He is so good. Must read book.,2018-07-05
Michael,5,What I expected from Malcolm,"What I expected from Malcolm. I find something really appealing about Malcolm Gladwell’s voice and narration style. I first hear him through his podcast, and grabbed one of his books through an Audible trial. It’s everything I expect from Gladwell coming from his podcast: alternative viewpoints, an in-depth look at topics that seem to be a simple and straight-forward issue at first brush. And through the book, he ties those concepts in over and over.",2018-07-02
Paul Hillery,5,How Success Happens,"How Success Happens. A better understanding of background, constraints, industriousness, and happenstance converge to create or stiffle success!",2018-06-29
Daniel,5,Transformed my perception of opportunism,Transformed my perception of opportunism. Wonderfully well researched and informative. Transformed my perception of how to think opportunistically. I’ll be sure to be on the lookout for outlying advantaged that come my way from now on.,2018-06-28
Amazon Customer,4,Grear narration for a good book,"Grear narration for a good book. Book starts on a pretty interesting note, bit gets monotonic by the end of it. In last 3-4 chapters, author just make some examples fit into category to prove the point, without getting a complete picture, and sometime deviating from what the book is about",2018-06-27
Anonymous User,4,Great!!,Great!!. This read was fantastic and Gladwell again has some interesting insights. The book flattens our sometimes but comes around quickly. Would highly recommend it,2018-06-27
Brett C Ellsworth,5,A must read!,A must read!. Thank you Malcolm Gladwell for writing this book!,2018-06-27
Bob Shinders,1,Not a big fan.,"Not a big fan.. This book makes the case that success comes from your background more than anything.  Luck plays a bigger role than anything?  So if you don't consider yourself a success, just give up and blame society and your ancestors.  He doesn't down play the hard work but...",2018-06-26
Cynthia B Good,5,stick with it.,stick with it.. At first it's unclear what's all the Data is pointing towards. But it stays interesting all along. Then at the end it flips your understanding of opportunity & success on it's head!,2018-06-25
Abigail Glaser,5,Mind blowing and very informative!,Mind blowing and very informative!. I highly recommend this book to anyone - especially parents and people who work with children.,2018-06-21
jcw,5,Fascinating,Fascinating. Malcolm Gladwell has a wonderful reading voice. And the stories in this book are absolutely fascinating.   I will never look at Outliers the same way again.,2018-06-20
Dwight,4,worth it,worth it. it was good and I gained insight because of it. a little boring.  overall I would recommend it.,2018-06-20
Jennie H,5,Great book,Great book. If you have kids then read this book if you want 4thyo help 4th he reach their potential.,2018-06-15
Amazoncust,5,Different take on success,"Different take on success. The concept isnt new, but the way it's portrayed with gripping stories and backgrounds of successful individual is amazing. worth a read.",2018-06-14
Danny,5,Encouraged Desire,"Encouraged Desire. This book provided me great encouragement, education and inspiration. There were many times throughout Gladwell’s chapters that I found myself astonished by his articulated outcomes and looking into my own personal life to answer the aging questions of “why.”  As the story goes on, I found myself looking and thinking about the success stories in different ways and how I could personally learn from them to further my own personal growth and development. Overall, a fantastic book that I would encourage to all!",2018-06-11
Anastasia V.,5,Amazing Book that Has Really Opened my Eyes Regarding How I View the Successful,"Amazing Book that Has Really Opened my Eyes Regarding How I View the Successful. My business mentor, Caterina Rando, has often referenced this book when speaking about the benefits of 10,000 hours towards mastery. I finally got around to listening to it and was blown away by everything I learned.",2018-06-10
Dave Emrich,4,"Good Story, but a little dry","Good Story, but a little dry. I enjoyed the book and will probably listen to it again but it is somewhat of a dry read. I did pick up many good points but there were a few times where it was somewhat hard to pay attention. Overall good book and worth listening to",2018-06-09
Anonymous User,5,loved everything about it.,loved everything about it.. it's especially great that the author himself is the one who is reading. the story was great. it was just fantastic. loved it. 6 stars if I could.,2018-06-07
RJ,5,wow!,wow!. one of the most insightful books. I had read it a few years back and it blew my mind. I returned to the audio book now and realised why I loved it so much. Malcolm is a genius. to hear all the stories in the book in his voice was a audio delight. I recommend the book highly to anyone interested in an intellectual exercise even if you don't agree with the premise or message of the book.,2018-06-07
Anonymous User,5,Hard work is key to succeeding!,"Hard work is key to succeeding!. The concepts that the author brings up, make so much sense. Our lineage can play a huge part in our success also. Check this book out. Great stuff.",2018-06-06
Shooby,4,good book,"good book. starts strong and interesting, gets a bit boring and a bit repetitive towards the end.",2018-06-04
Patricia Ferrer,5,enlightening!,,2018-06-02
Kenny,5,A Book EVERYONE Must Read,"A Book EVERYONE Must Read. Every fourth grader through and including every adult will gain great insights of what is possible within each of us. Circumstances play a huge role in success, but so does a culture of hard work and discipline. This is a must read book.",2018-06-02
Anonymous User,5,Fascinating.,"Fascinating.. Fantastically read by the author, this audio book will thoroughly shift your perspective on the things that make us, us.",2018-06-02
Elijah,5,Fantastic and Humbling,Fantastic and Humbling. A lesson through the stories of other success. I would recommend this book to anyone who seeks to be successful in anything. I love that it was read by the author. I believe this give you the best experience when listening.,2018-05-28
Drifter1911,4,Only half the story,"Only half the story. Gladwell does identify a series of external forces that shape our chess chances of success. There are things outside of our control the greatly affect our outcomes, but that's not the whole story. The missing half is the individual's responsibility for seeking out the set of circumstances and opportunities unique to his time and place. We may inherit fertile soil, but it is our responsibility to find what grows and plow the field.",2018-05-28
Pete,5,eye opening,"eye opening. data driven analysis of how the factors of cultural norms, timing of birth, community, and others impact our overall success rate. a refreshing look at the ""self made"" success story. an engaging read or listen to anyone interested in what factors lay beyond their own control for individual success, if I can still call it individually success.",2018-05-25
