,stars,review,date,country
3597,1,"Worthy Read: Gladwell's Intent. No, it [excellence] doesn't start with talent, it starts with love.",2010-03-12,Estados Unidos
3598,1,EYE OPENER. Malcolm did a terrific job coming up with such a masterpiece that proves that anybody can single themselves out of the arena of obscurity to a platform of greatness with practical steps. Worth reading,2018-09-08,Estados Unidos
3599,1,"Challenging reading of much that rings to true in America today, top to bottom.. Gladwell's comparisons and analyses of ins and outs of success, and failure, and approaches to both, are rich with contrasts and challenging thinking. I wish I had read the book earlier, when it first came out, to keep it my thoughts for a little wise guidance. I'll read it again.",2013-09-01,Estados Unidos
3600,1,Great idea but terrible writing. The original idea of this book 5/5.,2019-02-17,Estados Unidos
3601,1,My personal review. What the author did with the book is what i liked about it.For example is where he tells us how the date of birth determines if you are going to be good in sports. Another example is where IQ isn't about everything you need to be smart. Like i was saying with the IQ it just doesn't always require an high IQ to be smart for example a layer you just don't need a hi IQ buts also a fast moving thinker so you can back up the defendant.,2016-08-11,Estados Unidos
3602,1,Great read. Very interesting points. Well written and something to think about,2018-08-23,Estados Unidos
3603,1,This is a great book in my opinion. I could not put this down. This is a great book in my opinion. The only slow spot for me was about the Korean airlines.,2018-03-28,Estados Unidos
3604,1,The Outliers - Success is deeper than you think. The outliers is mind-blowing and revealing. It shows a fascinating way to analyze human behavior. How can someone's birthday predict success? Why did life take you into a certain direction? These and other questions are answered with compelling facts and data. Situations that appear to be mere coincidences are actual blueprints to success.,2013-04-02,Estados Unidos
3605,1,"Intriguing Yet Narrow. This book suggests theories which I have neither considered nor encountered before. I was entertained to say the least, and important elements of success were discussed and backed with research. However, I cannot accept the premise this book is based on, that success simply comes from circumstances. In addition, his proof and support of his arguments seem quite shaky, and with enough research I am sure multiple examples can be discovered which would disprove some.conclusions he jumps to. An entertaining read with a fresh perspective, but underdeveloped and flawed.",2014-01-21,Estados Unidos
3606,1,Great product and service!. Great product and service!,2019-01-17,Estados Unidos
3607,1,"Causes one to stop and think. Really an interesting read! I can't quite ""buy"" some of his theories but it is so thought-provoking that I passed it along for all my adult kids to read, too.",2016-03-26,Estados Unidos
3608,1,Great read!. What an amazing book. Really enjoyed it.,2019-11-25,Estados Unidos
3609,1,"Success. This book causes you to understand more about the term ""Success"" than any book I've ever read. I like books that cause you to think & this one certainly does.",2016-04-23,Estados Unidos
3610,1,"phenomenal book. I came across this by accident, read the blurb and was fascinated. The book itself didn't disappoint in the slightest. Gladwell writes in a very engaging, readable manner. Fascinating topic...how does success occur? Where does it come from? With compelling research and intriguing stories, he makes a clear case for nurture over nature.",2013-06-18,Estados Unidos
3611,1,Paper back. Very interesting book !,2019-07-23,Estados Unidos
3612,1,Great Book on Success. This book gave an in depth idea of why people are successful. It was enlightening to read the many examples where being in the right place at the right time played a pivotal role in success. Now to try and give my kids the opportunities for them to find success and teach them the work ethic I was raised with. I would recommend this book to anyone who has a desire to understand what it takes to be successful.,2013-12-27,Estados Unidos
3613,1,Good book. I ordered this book for my English class and it is very good.,2018-11-19,Estados Unidos
3614,1,Five Stars. a vital read for anyone who doubts their own ability to succeed.....just got to keep on keepin' on,2016-12-02,Estados Unidos
3615,1,"A Passel of Quotable Insights. Malcolm Gladwell is a captivating writer who looks at the world through a different lens than you and I. My wife and I read this book, and it has sparked numerous interesting discussions.",2012-01-01,Estados Unidos
3616,1,"Great insight, fun to read. I like Gladwell’s way of putting data and insights together, but in a fun and easy way. Read Blink and this. Will move to the next.",2017-12-06,Estados Unidos
3617,1,One of my favorites. One of my go to book gifts. Classic Gladwell.,2019-07-08,Estados Unidos
3618,1,Three Stars. An interesting subject and thesis that could be explored further and more case studies should have been included.,2016-07-08,Estados Unidos
3619,1,5 star. Read it before. Highly recommend it to anyone. Bought copies for several friends.,2021-02-04,Estados Unidos
3620,1,"Interesting theory but not totally accurate. I recommend the book due to the quick, easy read, the engaging stories, and the interesting theory. I felt that the author undervalued the important ingredients of abnormal hard work, dedication, genetic ability, and being of a singular mind that all these outliers possess to take advantage of their good fate.",2013-03-29,Estados Unidos
3621,1,It's a good read. Gives insight to most famous people in world and Chance they got.,2017-07-23,Estados Unidos
3622,1,Five Stars. I consider this one the best of the trilogy with blink and tipping point as the other two,2017-07-16,Estados Unidos
3623,1,Amazing Book. This is an amazing book full of wisdom and insight. Plenty of thought provoking knowledge.,2020-02-14,Estados Unidos
3624,1,Impressive!. Gladwell's style of using research studies and science to highlight rarely considered and often taken for granted aspects of life is nothing short of amazing! You will be discussing and impressing your friends with interesting statistics as soon as you begin reading this book.,2014-01-21,Estados Unidos
3625,1,Good read. Very Interesting book.,2018-09-07,Estados Unidos
3626,1,"Nice book,. Nice book",2020-12-21,Estados Unidos
3627,1,Highly recommended. I love Malcolm Gladwell. And this book is yet another example of why.,2017-02-04,Estados Unidos
3628,1,Great Book. Very interesting topics. The style of writing is very intriguing and keeps you hooked and wanting to know more.,2019-01-31,Estados Unidos
3629,1,"great read. Very enjoyable and fresh perspective on success. Somewhat verbose at times and even a bit repetitive. Though if you're like me and require more than a couple reading sessions to finish a book, it helps to remind you of the overall message. I would definitely recommend this book to anyone considering reading it.",2014-01-21,Estados Unidos
3630,1,"Excellent, outstanding, well written Book. This is one book that I couldn't put down. Every sentence, every chapter. Very compelling book. Mr. Gladwell really puts his heart and soul into the book and the research done on is fascinating.",2012-09-04,Estados Unidos
3631,1,"A book that makes you rethink how your past and culture may affect you and how to act upon it. I liked about the book that it makes clear that great success stories involve a lot of factors and people, that one may overcome (or be blocked) their cultural and family barriers. A book for a self-improvement process that not everyone is ever ready to start.",2013-09-07,Estados Unidos
3632,1,Such a good book!. I was required to read this for AP lang but I liked it so much I ended up buying another copy for my boyfriend :),2021-10-17,Estados Unidos
3633,1,"Great read. The author does a great job of explaining why although it appears some individuals are outliers, they really are not. It’s a wonderful read.",2020-01-16,Estados Unidos
3634,1,Three Stars. as expected,2018-09-19,Estados Unidos
3635,1,W0W. This is a must read for every adult.,2020-02-09,Estados Unidos
3636,1,"This was a great book to think outside of the box. This was a great book to think outside of the box. It makes me view the world in a completely different manner than I use to. It has made me reevaluate how I am raising my 3 years old daughter. She is thriving more than ever, since I have changed my parenting, because of this book.",2014-12-09,Estados Unidos
3637,1,"Gives you something to think about. Outliers was full of interesting examples. Our lives are intertwined with opportunity from positive, negative and neutral experiences. We don't often realize the lucky breaks in the moment. Great author.",2016-04-10,Estados Unidos
3638,1,... teenage son based on youth leaders recommendation he did like the book but lost interest after a few. Purchased for my teenage son based on youth leaders recommendation he did like the book but lost interest after a few chapters,2017-05-30,Estados Unidos
3639,1,Another great read from Malcolm Gladwell. This is a great book for anyone trying to understand all of the factors that go in to a person becoming successful. As a teacher I wish I could have all of my students read it and understand what it takes to achieve greatness.,2016-06-14,Estados Unidos
3640,1,"Some great thought provoking ideas but too much weight given to circumstance. Really good read, and the examples of outliers were well supported, but seems to give too much credence to the notion that success is mostly a matter of luck and circumstance. Recognizing the stream of opportunities that presented themselves to these very successful people, they still had to actually take advantage of them with hard work and all the rest. I wonder how many stories could be compiled of unsuccessful people that let extraordinary opportunities slip by.",2013-02-05,Estados Unidos
3641,1,"Love his writing style for nonfiction. Love his writing style for nonfiction. He gives a broad overview, then tells engaging mini stories, and then hooks it all together at the end. Powerful perspective on what it takes to be successful.",2015-08-01,Estados Unidos
3642,1,"I agree, cultural biases matter. So what should we do?. I especially enjoyed Gladwell's discussions on the affects of cultural bias. I agree that these can have a profound impact on life. What I think is missing from the book is further discussion on what can be done by individuals to compensate for their own cultural bias.",2015-12-17,Estados Unidos
3643,1,"The Outliers. I do not normally read books that are not history novel, i like to feel that by enjoying the reading i am learning some history as well. This book is not that different because somehow explains certain things about history and facts. Really good book! It helps to break some paradigms, i would recommend it to everyone who likes to dream.",2012-02-15,Estados Unidos
3644,1,"Great book!. Outliers gives an excellent and true explanation about the success factors, taking opportunities, practicing, learning about your past and looking to succeed with this.",2015-12-07,Estados Unidos
3645,1,One of my favorite reads. Love this book,2019-05-18,Estados Unidos
3646,1,awesome read. This book was great! Extensive research obviously went into this. But the the best thing about is the story. Malcolm Gladwell is an awesome story teller!,2022-01-09,Estados Unidos
3647,1,"Mind Stimulating and Fun!. I highly suggest this book to anyone and especially to those who have a strong desire to learn more about the world of success. How did Bill Gates become a billionaire? And how do professional hockey players get so good at hockey? These are the questions that seem so obvious, but keep us asking, how did these outliers really come about? What is their journey? In Malcolm Gladwell’s book, Outliers, he takes the reader on a journey to find out. Gladwell says talent, intellect and ambition all play a role in success, but when the truly successful are analyzed, the worlds greatest minds and achievers, there is much more to the story. His intellectual journey goes onto explain the opportunity and legacy required for the world’s brightest outliers. When were they born? How did they grow up and where? Throughout his journey he shows how and when certain outliers deviated away from all the rest. Some outliers and their stories include, professional hockey players and why they’re born in the winter, what Bill Gates, Paul Allen and Bill Joy all have in common, why people who live in the south are more aggressive than those who live in the north, why Asian’s are better than Americans at mathematics, and why the country with the safest pilots also has the most crashes. Gladwell lays down the blueprint for outliers, and gives the story of success.",2013-11-15,Estados Unidos
3648,1,"Excellent book. The many interesting facts presented in the book are thought provoking. Moreover, now when considering what led to the success of an individual, some of the factors that at first would appear to be disadvantages should instead be viewed as those that directly led to their success.",2016-10-23,Estados Unidos
3649,1,Excellent book.. I would recommend this book to young folks looking for direction in their life. Experiences of others just as history can be learned from to shape our future. This books covers both as well as psychological and social view of human psyche.,2017-12-16,Estados Unidos
3650,1,Great Book. Malcolm Gladwell provides us with unique and engaging insight into how people have reached notable success.,2014-06-06,Estados Unidos
3651,1,"This is the truth about success. This book will turn your perceptions about what success means on their head. You will learn the truth behind the circumstances and actions of those who do better than everyone else. Most importantly, how all of this applies to your own life.",2014-09-12,Estados Unidos
3652,1,Understanding the foundation of one's success. I wished I'd have known this information when my wife and I were raising our small children. I'm inspired to think about and share my thoughts about how I succeeded in my life (to whatever extent I did) with my adult kids and their children and maybe they will take it from there for their children.,2014-05-11,Estados Unidos
3653,1,"and great for cocktail party. Malcolm Gladwell is a very entertaining writer, and great for cocktail party facts",2017-08-29,Estados Unidos
3654,1,"Wow. This book was fascinating and having started three businesses, I found that the theories/statistics/stories are helpful to a wide range of business people.",2013-05-08,Estados Unidos
3655,1,Amazing. Amazing quality. Amazing story.,2019-06-12,Estados Unidos
3656,1,Thought provoking. analysis fascinating,2019-06-17,Estados Unidos
3657,1,"Far from the best book I've ever read, but very enjoyable nonetheless. Long story short:",2011-03-24,Estados Unidos
3658,1,Love Gladwell's books. Outliers is a fascinating story of genius. No one gets there alone. He's one of the best thinkers out there. I just purchased David and Goliath for another great read. When you find an author like this you want to keep going and read everything they have to offer.,2014-02-07,Estados Unidos
3659,1,Brilliant examples - would love more obscure ones too. All of the examples were eye opening and yet oddly predictable. The way he wrote was addicting and easy to digest. I would love a book by him on agriculture and farmers/ farmer suicides.,2018-11-01,Estados Unidos
3660,0,"I'm Surprised This Book Is So Highly Reviewed. This book seems to me like a direct ripoff of the idea of Freakonomics. The only difference is that it's not as interesting. The book is supposed to be about identifying what creates success. The author sets out to prove that most traits of a successful person are not of their own doing but of cultural or lucky circumstances. The only point that I really like is the 10,000 hour rule which basically states that you can be an expert in something if you practice it for 10,000 hours.",2012-09-20,Estados Unidos
3661,1,"The rich underbelly of all true success stories.. A compelling explanation, and tales of what it takes to be 'a success' fully illustrated with validated science, through engaging, entertaining, and enlightening statistics and the necessary context for understanding something most of us only think we know about. Yet, give little actual thought, or analysis.",2015-09-26,Estados Unidos
3662,1,Good read. Good read,2018-10-04,Estados Unidos
3663,1,"so it's always great to find a good price. This book was also part of my son's summer reading, so it's always great to find a good price.",2016-08-02,Estados Unidos
3664,1,A different perspective on success stories.. Gladwell tells us that success would depend not only the person himself but also the conditions that surround him and opportunities that would be given to him. The book includes interesting examples about successful people and underlying realities about their success story.,2017-09-19,Estados Unidos
3665,1,"Must Read. Absolutely amazing book, delivered to my door in like-new condition for about $6.",2017-06-17,Estados Unidos
3666,1,Fascinating study of the various causes of success. Outliers is a fascinating book. The people you are introduced to by Malcolm Gladwell and the remarkable events that create the environments that result in their success or failure are amazing to comprehend. It also helps that outliers is quite well written too.,2014-01-05,Estados Unidos
3667,1,"Thought provoking. Very interesting read on how people benefit from circumstances in their environment. As a parent, it has made me think about what advantages I may be able to help create for my own children.",2015-04-28,Estados Unidos
3668,1,"Success of Outliers Is Not About Uniqueness Alone.. For those that wonder how Bill Gates, The Beatles and Scientist Oppenheimer achieved their places in history, ""Outliers"" scraps the idea that it was due to their own uniqueness and efforts alone. It provides data that indicate, birthdates, family socio-economic group, opportunity, communication skills and 10,000 hours of practice are more likely to be the reasons. The book gave me an interesting insight into the secrets of success in the 20th Century.",2014-02-24,Estados Unidos
3669,1,Five Stars. Arrived in great condition,2018-05-27,Estados Unidos
3670,1,"amazing read!!. Gives a totally realistic perspective on people that are considered geniuses. Also proves the fact that nothing holds each one of us from achieving our true potential, provided the environment is right, and more importantly the respective individual has the drive, patience and persistence to achieve his / her goal(s) in life or career!!",2014-12-10,Estados Unidos
3671,1,Excellent insight to the social insights to the best and .... Excellent insight to the social insights to the best and brightest. A good read and certainly thought provoking to those of us smart ones that missed some opportunities.,2016-04-25,Estados Unidos
3672,1,Good purchase. Good quality. Good price.,2020-08-09,Estados Unidos
3673,0,"ITEM MISSING - EMPTY PACKAGE. My package came completely empty! There was nothing in the package. The package was sealed and undamaged when I got it. Upon opening it, the package was empty. Nothing was inside not even a piece of paper.",2018-09-09,Estados Unidos
3674,1,New perspective on success. The book was amazing! Very well written and an overall great read. I walked away from this book with a new outlook on success and the good fortune my life has provided me. Can't wait to read a few more of Goldwell's books.,2017-06-11,Estados Unidos
3675,1,"quick read. great insights. will change your life. i still make references to its 10,000 hours theory frequently. probably gladwell's best book and i have read tipping point, blink, and the one w the short stories. it's a quick read. well written and fun to read.",2015-12-19,Estados Unidos
3676,1,Thank you. Awesome!,2018-08-06,Estados Unidos
3677,1,"Great for Book Club Discussion. Malcolm Gladwell uses lots of memorable stories in his well-written book debunking what we think about ""success."" Whether you believe he's made his case or not, you can't argue with the facts he presents, only his interpretation of them. It will make for a great book club discussion!",2014-04-30,Estados Unidos
3678,1,"You'll never look at pro hockey the same way again.... Great book, very interesting. I only wish he had spent a little more time on the ""What do we make of all this?"" and some analysis/take-away message. Some thought-provoking stuff in here, though.",2016-03-01,Estados Unidos
3679,1,"Who's an Outlier?. This makes you stop, think, and ask yourself some questions. What makes an outlier, and is it possible that I might be one, too? One more good book from a thought-provoking author.",2018-03-27,Estados Unidos
3680,1,Five Stars. Great.,2018-05-26,Estados Unidos
3681,1,A good read but I think the author is overly adept .... A good read but I think the author is overly adept at synthesis and making connections that might be a little far fetched. Thought provoking and worth a read though.,2017-08-16,Estados Unidos
3682,1,"Interesting and readable book. Gladwell's thesis is that certain people are successful by luck of their birth timing, their environments and given this luck, their hard work. This thesis is really not surprising. The book is well written and imminently readable.",2014-12-16,Estados Unidos
3683,1,"Great book. This book really gives you the opportunity to see outliers from another perspective, more realistic more human, thanks to that, you can change your mind and see the world with the eyes of hope.",2016-11-27,Estados Unidos
3684,1,Five Stars. I enjoy reading Gladwell's books,2017-12-20,Estados Unidos
3685,1,"Compelling insights to see beyond the surface. Gladwell redefines ""outlier"" through an expansive study of the lives of successful people. His explanations take you far deeper than ""luck"" and ""hard work"". If it doesn't prompt you to serious introspection you need to read it again!",2017-02-19,Estados Unidos
3686,1,Malcolm Gladwell did it again! - A Must Read Business Book.. GREAT Book to better understand what makes influential and innovative leaders.,2017-05-26,Estados Unidos
3687,1,Very nice. The book is very good thanks.,2018-08-09,Estados Unidos
3688,1,Great read. This book is a must for any young adult. The way everything is broken down and simplified is just incredible. I read this book in college and still continue to read it and give it as a gift to people.,2019-02-13,Estados Unidos
3689,1,"Five Stars. Great read, and really opens up a new paradigm at actions and causes",2018-02-07,Estados Unidos
3690,1,"Good book with some interesting conclusions. A truly interesting book with an unusual point of view on some issues. Some conclusions of the author seem over-simplificated, but it is not bad since you begin to dig more in the subject to gain more information ) The chapter about the Power Distance Index is especially good.",2017-02-09,Estados Unidos
3691,1,"Good reading, well written, feels like a novel. It is a well written book, it feels like providing a frugal explanation why it is normal to be ordinary, that you should be blessed by a series of conjunctions and factors to be an outlier, which is fine in some sense, however the good flow of the text brings more joy to this book. So I Recommend it for both reasons!",2012-09-09,Estados Unidos
3692,1,"Amazing Book. Just like all of Mr. Gladwell's books, this was another hit. Well written and very inspiring and educational this makes you compare yourself against siblings, friends and co-workers. Just like all of this other books, they provide a thorough look into something that you may have overlooked.",2012-04-19,Estados Unidos
3693,1,"Malcolm Gladwell's Book,Outliers. Outliers was such a well crafted Sociological treatise on the questionable assumptions made for future success for determining successful future performance in many fields of endeaver from athletes to musicians, pilots of aircraft and entreprenuers, to name a few. His perceptive studies resulted in an expanded comprehension of the underlying factors of success. His mention of ten thousand hours invested in outstanding success preparation was certainly alofty goal, but total dedication is to be recognized and respected. Enjoyed his work. It was most thought provoking.",2013-08-23,Estados Unidos
3694,1,"Don't think just read. This is the book you need to read and will fill in a lot of unanswered questions you didn't even know you had. It will unhinge your view on life, people, success, culture, and more... you won't be able to look at the world the same.",2016-12-30,Estados Unidos
3695,1,great read!. I always recomend this book to my friends. Malcolm Gladwell is such an interesting man and his style of writing allows for his ideas/theories to be cohesive and easily understandable.,2015-01-12,Estados Unidos
3696,1,An insightful and intelligent book. There is a reason behind any trend and phenomenon. Gladwell did his home work and rationalize them for us. A very enlightening book to read.,2017-10-17,Estados Unidos
3697,1,Absolutely out of this world!. They say traveling broadens the mind. Well boy did this book take me on a journey. I provided me with a context to events that one always thought of as extraordinary and left me thinking about the world like I never could have imagined. As a result of this book I look a world differently; I consider success differently; I truly feel as if I can speak from a more wise point of view about the world and it's events around us.,2014-01-09,Estados Unidos
3698,1,Good buy from AMAZON !. Good buy from AMAZON !,2018-07-09,Estados Unidos
3699,1,Good Read. What I take from this book is that success may not always come from just hard work in some cases. This book gives an overview of the factors behind the success of others. I enjoyed reading through some of the stories and compare some of the information to books like Freakonomics.,2013-02-15,Estados Unidos
3700,1,good product. came clean. no damage.,2020-09-12,Estados Unidos
3701,1,"Insightful and entertaining.. Malcolm Gladwell has a very successful formula for books that sell. ""Outliers"" follows that formula. This book, like the others which I have read, are rather short.They have a very conversational style. They deal with ideas we all think about daily. They give understanding and practical insight into""why it is so"".",2010-05-19,Estados Unidos
3702,1,"Couldn't put it down!. Very interesting, meticulous research. Ended with some personal family history, which I loved. My only criticism is that it seemed to end abruptly. i don't know if it was because I was enjoying it so much or it was a crash landing (pun intended). I highly recommend it and have been quoting from it since I read it.",2012-12-18,Estados Unidos
3703,1,"Outliers-Stories of Success and Circumstance. Shockingly success may be less random than it seems. Being born right may have more to do with your future success than hard work and grit. Still, there is something to be said for being ready and able to meet opportunity, but it seems that opportunity may be best taken advantage of by the right people who are the right age at the right place at the right time.",2013-10-20,Estados Unidos
3704,1,Like research?. Like the science behind the information,2019-03-31,Estados Unidos
3705,1,Outliers / Decent Read. This was a quick and easy read. I didn't enjoy it as much as I was hoping I would. I did learn a fair amount of things from history to how some people get there step up and head start. It's a solid 3 stars and worth the few hours it takes to get through it.,2016-10-18,Estados Unidos
3706,1,"Another great Malcolm Gladwell book.. Not done reading it, but another great Malcolm Gladwell work. He makes research and sociological topics interesting to read in a very accessible way.",2016-11-29,Estados Unidos
3707,1,"School Required Reading. My daughter likes the book better than she thought she would, but it is a slower read than she is used to and there are a lot of ideas and concepts to ""digest"". Her father and I plan to read it as we like Malcom Gladwell and have one of his other books as well.",2013-08-16,Estados Unidos
3708,1,"""Outliers"" by Malcolm Gladwell. Thanks for a successful transaction. Malcolm writes in a clear style that communicates his points so well.. It was so interesting to learn how so many successful people became rich, famous or outstanding because of many environmental factors, not just because of intelligence.",2014-01-19,Estados Unidos
3709,1,"Malcolm Gladwell's entertaining and insightful analysis into the secrets of success.... Malcolm Gladwell's entertaining and insightful analysis into the secrets of success, the value of a commitment to hard work and the edge given to those with a privileged upbringing is worth reading. His ability to interpret statistics within a cultural anthropological framework is a refreshing, agenda free contribution to literature.",2014-09-13,Estados Unidos
3710,1,"Malcolm Gladwell? More like Malcolm Goodread. Sorry for the horrible heading. I'm only 30 pages into the book so far but it is awesome and insightful. Have to read this for a class I'm currently taking, so glad my professor picked this book. Should be an easy and quick read!",2018-02-13,Estados Unidos
3711,1,Everyone should read this book!. One of the most interesting and thought provoking books I have read.,2018-01-13,Estados Unidos
3712,1,"One of the most influential books I've ever read. Outliers is one of the most influential books I've ever read. Whether you're an educator, a parent, a traveler or just a citizen, this book provides a fresh look at important issues and challenges lazy assumptions. An essential read. I found myself making highlights all over the place.",2013-02-15,Estados Unidos
3713,1,"10,000 Hours for the price of a few.. Another way to read this book is, ""it's not me, it's all the people and connections I didn't make.""",2014-10-21,Estados Unidos
3714,1,Five Stars. This is one of the best books I've read in my life.,2017-02-02,Estados Unidos
3715,1,Well done.. Very interesting 🤔.,2020-02-22,Estados Unidos
3716,1,Good book with lots of information. Lots of information in the book that makes you reflect and understand how timing fits into many things. Also different pieces of history throughout the book.,2018-02-08,Estados Unidos
3717,1,Great Book!. Another Christmas gift for my husband. (Thought it would motivate him!) He loved the book. Prompt delivery from this company!,2016-01-30,Estados Unidos
3718,1,"Good book. Very interesting book based on facts, well writing, makes me want to read more from him (gladwell). Fully recommend book",2017-08-13,Estados Unidos
3719,1,Five Stars. Great book,2017-06-08,Estados Unidos
3720,1,"Useful. I liked this book. The stories and examples inside were very surprising, interesting and in many ways applicable when analyzing your own path to success.",2019-02-22,Estados Unidos
3721,1,Very good book. Good book,2019-05-09,Estados Unidos
3722,1,Informative!. A must read for anyone interested in learning about society.,2021-05-09,Estados Unidos
3723,1,"Master Your Passion With Investment of Time or Practice. This is a fast read. And it was provocative on the number of hours invested to become a master of something. I enjoyed hearing about all the hours the Beatles performed in Hamburg, Germany to master their art. And finally, Gladwell personalizes the story with his mother's history and journey.",2014-02-11,Estados Unidos
3724,1,Don't hesitate to buy this book. Great book from a great writer. Read this and you will be thinking about it on and off for years.,2016-12-20,Estados Unidos
3725,1,WHAT AN AMAZING BOOK MY FAVORITE SO FAR !!!!!!!!. Gladwell Malcolm is a great writer actually he is my favorite so far . I read all of his books. Outliers is one of his best books. I will more than recommend it to you my friends. Please discover this outstanding Writer.,2014-04-07,Estados Unidos
3726,1,"Outliers: Finally got around to reading it. Gladwell poses some interesting observations on successful people and what contributes to their success. Basically he says practiced skills, environment and timing are the common denominators. Being born in January, I was unlucky not to be Canadian.Read the book to understand why.",2013-04-21,Estados Unidos
3727,1,Four Stars. Very interesting book - how & why successful people become successful.,2017-07-19,Estados Unidos
3728,1,First Gladwell book but not my last.. Two weeks after receiving this book I'm now on my third Malcolm Gladwell book. Amazing author who writes in a style to draw the reader into every story.,2020-01-31,Estados Unidos
3729,1,Great read. Enjoying the book thus far.,2020-02-16,Estados Unidos
3730,1,Unexpected. Good read,2018-08-28,Estados Unidos
3731,1,Good read!. Good book and daughter enjoyed the story.,2017-03-06,Estados Unidos
3732,1,Greatness: nature or nurture? :-). Very interesting take on where success is born. I certainly think this is true. And represents an oft-forgotten part of the picture. Love the the undertone that says that we are all capable of greatness; that circumstance plays a bigger role than you'd think.,2014-07-10,Estados Unidos
3733,1,"Excellent Read - a Social Scientist version of Freakonomics. Easy to read, insightful, and very very interesting!",2013-10-13,Estados Unidos
3734,1,Good book. Really good read.,2019-06-15,Estados Unidos
3735,1,"Expected nothing less. What can I say, Malcolm is a genius and I love all his books.",2020-04-21,Estados Unidos
3736,1,"Must read for any parent. I know that this is a business book and it does have good business references, but I actually found more value in reading it as the parent of two preschoolers. It causes you to think about the opportunities that you give your kids that will set them up for success. Great read!",2013-04-07,Estados Unidos
3737,1,An excellent book. Highly recommend.. An excellent book. Highly recommend.,2021-11-09,Estados Unidos
3738,1,"fantastic book, well written. fantastic book, well written, unbiased, full of interesting facts and information. enjoyable read. not sure what i got out of it, but it was interesting read, nonetheless.",2016-01-12,Estados Unidos
3739,1,"Educational but not life-changing. This book is a good read. It does shed a different light in the world and how we think about success, but I did not walk away feeling as though I were more informed on to interact with the world in a more meaningful way. Educational but not inspirational.",2014-07-09,Estados Unidos
3740,1,Very Interesting Read. I think this one of the most interesting book I have ever read. It has very good examples for the advice that is given. The success stories are very interesting as well. I recommend for anyone who wants to be an expert or virtuoso or even just a parent who wants there child to be a success.,2017-01-08,Estados Unidos
3741,1,Spot On. Gladwell reiterates what we know already. In such an eloquent manner! Intelligence paired with the right resources gets you to where you need to be. To be that outlier who gets the world’s attention,2018-07-26,Estados Unidos
3742,1,great book. So many things to discover and learn about. The curiosity of Gladwell is amazing and gets you as excited as he is about it,2022-03-02,Estados Unidos
3743,1,Five Stars. Excellent read!! I'm keeping this for my collection!! Definitely a worthy purchase!,2017-06-27,Estados Unidos
3744,1,Gifted. Sent as a gift,2019-12-31,Estados Unidos
3745,1,"Are you inside or Outside. This is excellent reading and a must for anyone with aspirations of glory. If you believe that things happen by luck or simply hard work, think again. Read this book to get it straight.",2016-03-02,Estados Unidos
3746,0,"Not What I Expected. Although a few of the stories were interesting, I was lead to believe there were more interesting life stories told.",2018-01-16,Estados Unidos
3747,1,Rice Paddies. Find yourself in Outliers,2020-06-03,Estados Unidos
3748,1,Another great book from Mr. Gladwell. After Tipping Point and Blink we have another great book.,2010-05-02,Estados Unidos
3749,1,"Three Stars. The more I learn about Gladwell, the less I appreciate and respect his work.",2017-08-07,Estados Unidos
3750,1,Five Stars. Thanks.,2017-10-22,Estados Unidos
3751,1,I love Gladwell.. My favorite of all the Gladwell books that I have read.,2021-07-17,Estados Unidos
3752,1,Five Stars. Good,2018-04-16,Estados Unidos
3753,1,"Groundbreaking. I loved this book. Turned the notion of instant successes on its head and revealed the reality which is that all success is a product of some natural talent, hard work, opportunity, a support system, and timing/luck. Bought his other books after reading this and Tipping Point and I'm sure I'll enjoy them with equal relish.",2013-12-11,Estados Unidos
3754,1,"Great book. Easy to read. Frankly, it is one of the best book that I read.. Great book. Easy to read. Frankly, it is one of the best book that I read. I saw video clip in which an interviewer asks Bill Gates about this book and his answer sound like a critic toward main ideas of the book. Now I understand that I wrongly understood the clip, Bill Gate didn't criticized the book he approved its ideas.",2017-02-23,Estados Unidos
3755,1,"This book is a very important look at how our great innovators rise to success.. I was struck by the clear research and scope of the work done on this book. Finally, someone has come to the truth of the luck of birth at a certain time, and luck of opportunity combined with concentration by the innovator, in seizing thr oppotunity or window of time.",2013-02-09,Estados Unidos
3756,1,Good. Great book to read,2020-06-25,Estados Unidos
3757,1,"Brilliant!. Though there are many controversies and some cherry picked arguments , the book is brilliant and to the point , success is hard work plus some luck ...",2015-07-15,Estados Unidos
3758,1,"I love Malcolm Gladwell. Such an easy to follow and inspiring read!. I bought this just to dig in a little deeper with finance and investing, and it has turned out to be instrumental. Easy to follow, practical applications and it's not all ""hype"" or bs, it's actually great info. You won't regret this buy.",2013-04-22,Estados Unidos
3759,1,Best suggestion of the semester. This was a suggested reading by one of my professors. It was a wonderful read. If you are looking for something great to read this is well worth your time. It takes some critical thinking to work beyond the face of the book and dive a little deeper into the process if you want to think.,2013-12-24,Estados Unidos
3760,1,Three Stars. Can't quite get into it? And it's an audio!,2017-10-29,Estados Unidos
3761,1,"One of the best books I read in 2012. Malcolm Gladwell is brilliant! And the way he looks at things really makes you rethink your thinking. You wonder why you ""missed it"" for so long! It is a joyfully wonderful book. Why the people at the top are really there---10,000 hours.",2013-12-24,Estados Unidos
3762,1,"Wow.. The evidence has always been right in front of us. Why then, do we love to believe success is only about an individual's gift?",2016-04-28,Estados Unidos
