,x,y
2443,"best book i've read in a long time. The thing about Malcolm Gladwell is he makes his writing very transparent and easily readable. He could write very complicated stories and express them in an easy, understandable format. And this one, though not my favorite one of his works, creates an interesting insight in how we view the world.",1
2444,Success is a mixture. The myth of success holds us back. We need to acknowledge that a little bit of luck and circumstance do play a role but we also must take advantage of all the chances we are afforded.,2
2445,"Family. I thought the book was outstanding. Pointing out the basic truths of hard work in Providence. I wish there were more emphasis on the foundational the building block of society. A man and a woman bearing children, largely bearing the responsibility of their future.",1
2446,"Very interesting book, definitely worth reading. Fascinating set .... Very interesting book, definitely worth reading. Fascinating set of evidence from different walks of life showing how we are conditioned by external circumstances. In the end still shows that talent and hard work still do matter - depending on circumstances you can get extraordinary results with what you get.",1
2447,A great introspective narrative. a good reveal on how the pieces on a tilted chessboard obtained their ranked entitlements.,1
2448,"Culture can be both a burden and a blessing, but never a destiny. Malcolm Gladwell is the best writer of detective stories currently active, except that the mysteries he probes are found in the ""real"" world. In this book, the author encounters head-on one of the major enigmas of modernity: the self-made man, the exceptional individual who creates a new industry or revolutionizes an entire way life. Like a Sherlock Holmes of the social sciences, he exquisitely peels layer after layer of the myth and exposes certain fallacies that lie beneath our perception of the genius. Drawing second-hand from pioneering research in many different fields, the author places several success stories under the microscope and picks out apparently minor details and seemingly inconsequential quirks. He finds not only an exceptional individual, but also a set of exceptional circumstances, a generation, a historical moment, a family, an entire culture, and sometimes mere accidents.",1
2449,"Great read. I really enjoyed this book. I had to read it for one of my criminal justice classes for assignments, however it didn't feel like a drag to read. I enjoyed reading it although at times it did get wordy. But I would honestly recommend this book.",1
2450,Five Stars. Excellent,2
2451,"Good Book and well written. The book is good, it makes you think on a different way on how the life has gone on a certain way to some people. Helps you to understand and accept what you are living, and try to identify the causes that could help you.",1
2452,"Stories of success and perhaps failure as well. I could'nt put down. It is full of insights that I had nerver considered. It emphasized that no one is a self made genius but rather the product of attachments to others that nurture along the way. Also great insights regarding prejudice and how it is learned inter-generationally as he writes about families like the Hatfields vs McCoys. We are all products of our environment with all of its nuancies/expectations that we are left to examine in our life times. A life not examined can feel lonely, dead, and leave your soul barren.",2
2453,"Five Stars. Gladwell has become my favorite author. This is a wonderful book, I recommend to everyone.",2
2454,"This shaped Shawn White the olympians career. I bought this book because Sean white has been an idol of mine since child hood and in Tim Ferris’ tribe of mentors, Shawn white proclaimed that this book had a huge impact on his career, he was a major influence in my life, I had the 2005 burton Shawn white snowboard, so I had to pick it up and gain the same insights he did, it’s a great read and If you’re going to read anything pick this up over the rest, it’s so diverse and you’ll touch on so many topics out of your regular zone of thinking it’s a very thought provoking book.",2
2455,Left Wanting More Graceful Storytelling. I respect the author's intention of breaking with the common notion of individualism and shedding light on how the individual story is really a small part of a larger one that has helped select people succeed by social standards.,0
2456,"Good read though, I wasn't bored..... Liked this a lot, but then I'm a chronic underachiever so I probably would.",1
2457,"Provocative and yet, inspiring stories. This book challenges the idea one have to be gifted to succeed and shows different perspectives of known success stories. There are much more than talent involved on those stories. The environment, the timing, the willingness to thrive with right attitude and hardworking seems to be much more important than the talent. Worth reading, well done Gladwell!",2
2458,"Racist, biased, and fatalistic approach to people. I heard about this book from the 10k hour rule and that was the only part I gleaned anything from.  As the book went on I felt more and more distanced from the authors clearly opinionated text.  As for the audio there was a slight ringing when my volume was high.  The actual performance was good itself.  I wouldn't recommend this book in the future.",0
2459,"Not Entirely Accurate, But Good Principles. Reading Outliers as someone with a couple decades of professional experience, and many years more of a committed drive toward excellence, I was encouraged. 10,000 hours sounds great. I have that easily and am enjoying success in my career. This book appeals to my ego, really.",0
2460,"fantastic book. This book makes me look at life in a different light, I love how the life experiences were put together.",1
2461,Five Stars. A good read that i really enjoyed.,2
2462,Ultimately Goes Nowhere. This deeply disappointing book ultimately goes nowhere.,0
2463,A Must read for anyone and everyone who is on a journey of self development. Loved every word,2
2464,Well researched and thoughtful. Malcolm Gladwell presents a well organized explanation of how great men and women have achieved their successes. It is a fascinating read with wonderful examples and clear explanations of his conclusions.,1
2465,"I enjoyed this book. Follow-up books can be tough. Like movie sequels, you can end up with a ""Grease 2"" or ""Caddyshack II"" at one end of the spectrum, to the ""Godfather"" series on the other. Happily, Outliers is closer to the good end of the spectrum, and in many ways, I enjoyed it more than ""The Tipping Point"" and ""Blink"".",1
2466,"cultural traits. very thoughtful and interesting ,gives you more tools to process the whys as to the thought process of individuals and groups.",1
2467,"Secrets of Success. Although the author may have made some sweeping generalities in his pursuit of discovering the secrets of successful people, he writes in a most entertaining and persuasive style. I thoroughly enjoyed this book.",2
2468,Very intoxicating. Very insightful book which clears our misconceptions about various developmental phases in our lives since childhood that help us achieve success! I will recommend it to everyone. Just cannot keep it down!,2
2469,Four Stars. Good read,1
2470,"This book is easy to read and still very informative. This book is easy to read and still very informative. The ideas in here are not entirely new to me because as a teacher of gifted kids, I'd read Terman and already come to a disagreement with his research, but I certainly never thought about most of the ideas presented. I'm thinking I'd never again allow my children to be advances in school again. I think it disadvantages them in may ways. I'd rather keep them with their age mates and give them the advantage of being larger and more capable than the others.",2
2471,A unique explanation for why some do and some don't.. Gladwell finally explains what I had suspicioned without the tools to understand just why it is that there have been clumps of people that have been to successful within an era. A most fascinating read.,2
2472,"you just can't go wrong with Malcolm Gladwell.... I usually dont read more than one book from the same author (for this type of books) because i find that very often after a big hit, they tend to just repeat and try to squeeze whatever was great about that big hit the had but it is definitely not the case with MG. Yea, the style might be pretty similar which would be expected but the topics and his research just doesnt stop surprising me... Blink, david and goliath, outliers, all great books... I might go for the tipping point some time in the future..",1
2473,How Success Happened... Great Book. An interesting look at success and how it happened.,2
2474,Eye opener. Will make you reconsider all you think you know about what leads to success. This is not a self help book it is a self awareness book. Excellent eye opening and entertaining reading.,1
2475,"Thought provoking. One of the thoughts that came to me... educators everywhere should read this book and rethink their teaching methods if we want ""no child left behind"".",1
2476,"It is all about practice. While I don't agree with everything in this book, it explains the importance of practice with numerous examples. I recommend this book especially to people who have kids because it helps better shape our thought process with practical ideas.",1
2477,"When I think about Malcolm Gladwell, the first phrase that comes to mind is ""less than meets the eye.""",0
2478,Really Interesting Read. Delves into the factors for success and how multiple issues (beyond just hard work and smarts) play a role in highly successful people. It's a good quick read; thought provoking and a book I'd highly recommend.,1
2479,"Stellar Listen. This is a stellar listen. Story moves rapidly enough to keep one's attention, but paced enough not to lose the listener. Authour's reputation did not disappoint. I especially loved the way stuff hidden in plain sight about the story of success and mostly taken for granted can contribute so much to the subject...Makes listener reflect, relate and hopefully adjust to accommodate success in their own lives.",1
2480,wonderful book. This book talks about how extra-ordinary people became extra-ordinary .. its not about talent alone .. its about the other opportunities that these people got and took efforts to make themselves extra-odinary. Wonderful book.,1
2481,"Meh. Couldn't finish this one. The secret to success is to practice and put your work in? Duh. I like some of Gladwell's stuff, but this one didn't do it for me.",0
2482,Gladwell Strikes Gold ...Again. I am astounded every time I read one of Gladwell's books. His insights are unusual and thought-provoking.,2
2483,Five Stars. Great item,2
2484,Outliers. Love Malcolm Gladwell! This book arrived quickly and as described.,2
2485,Insightful. This book is excellent. It explained the unexplainable. It help me to better understand the world I live in. I was truely amazed at the explanation of how certain corners of society worked. It helped me to better understand myself and how I got to where I am.,1
2486,"If you want to know the real 'why' behind success .... If you want to know the real 'why' behind success, this is at least an essential piece of the answer.",2
2487,"Gladwell has done it again!. If someone had told me I would be fascinated by a book that starts out comparing birth dates of hockey players to their ability to play, I would have scoffed. Gladwell has done it again! He is an excellent, fact-based author who guides us through facts and figures we normally would have yawned over.....but he (as always) finds gems of truth in all he teaches us.",2
2488,"Very interesting. Well written, new information I haven't seen elsewhere. Very, very interesting. Malcolm Gladwell puts well known success stories into perspective. It's a good read. I recommend it.",1
2489,Good Read. In the beginning I was absolutely in love with the book but I kind of started to loose interest towards the end. I still think it's worth the read but I'm not raving about it as much as I was during the first few chapters. He uses some really interesting examples that really make you think. I also enjoyed the very casual tone/style of his writing he really speaks directly to the reader and gets his ideas accorss clearly. It was a quick read.,1
2490,Opens your eyes to what is obvious and overlooked. Success is not based in the individual alone in fact the individual is only a result of what shaped him/her and highly driven also by luck and timing.,1
2491,"My cat fell in love with this toy. My Siamese, who loves to play, was into this toy from minute one. It is very interactive and engages mentally and physically. I read the reviews before purchasing, but did not anticipate such an overwhelming reaction. She cannot walk by it without stopping to play. This stimulation is very important to me, as she is the sole kitty in the house and does not have a ""buddy"" to play with. I highly recommend this toy with regard to every aspect- cat appeal, construction and durability, cost and the fact it does not take up a lot of space. This is only the second product review I have ever written, so take that as an additional positive statement for this toy.",2
2492,"Well written, excellent read. Highly recommended.. Thought provoking ideas, challenging our very way of thinking about Success are explained simply and clearly. Well written. I wish to get latest version to understand some of recent successes in the internet field. Hope to find similar books to analyze success within Indian culture and context!",2
2493,Read It!. One of the most fascinating books ever published-amazing amount and scope of information in an entertaining and interesting format. It is among the top 5 books I have ever read,2
2494,"Causes one to stop and think. Really an interesting read! I can't quite ""buy"" some of his theories but it is so thought-provoking that I passed it along for all my adult kids to read, too.",1
2495,Very thought provoking.. This book caused me to re-evaluate my perceptions of success and how it is achieved. It is a great listen for parents of young children since parents can have a major influence on many of the contributing factors of success that are mentioned in this book. Enjoyable on many levels.,1
2496,"not particularly helpful. The book is a collection of stories, which is fine, but it's hard for me to believe the examples provided are actually representative of the population at large. There is little to no practical advice about how to make your own ideas come to life.",0
2497,"LADY LUCK in YOUR LIFE!. Absolutely fascinating ... goes to prove that LUCK, from birth date, year, environment (family and economy and climate) and technology (all or some of the above) play a huge role in how successful a person becomes!",2
2498,"Highly recommend!. This book is one of my favorites! Gladwell really hit the nail on the head with this one, as it exposes the mythical notion that one can (fully) succeed alone. I would recommend this book to anyone who is looking for a book that will challenge your beliefs, enforce critical thinking, and expand your idea of what success means.",2
2499,"Excellent read. Excellent, easy to read and very insightful",2
2500,"About successful people, not real outliers. Was disappointed there was no discussion of iconoclasts.",0
2501,"Food for thought. There were many examples that were good but not enough emphasis on the whole point. I was kind of left thinking, ok, did I miss something? What was the conclusion? Some of the examples seemed far fetched and I wanted to glean from the writers knowledge something useful for me and mine. Not so sure that happened!",0
2502,"Another niche product by Gladwell, the master. Gladwell is like that old gent on SIXTY MINUTES who finds much meaning in details or events the rest of us might overlook. Want to know how to succeed? Practice, practice, practice!",1
2503,Great book. Interesting book. Well written. Good ideas.,2
2504,Five Stars. As advertised,2
2505,"Outliers- an insightful perspective in those outside the box. Glad well provides not only insight, but intensive research into understanding outstanding achievement. This text provides lessons for all of us to benefit in our own development.",2
2506,"... you stare and wonder at the images of the brilliant, the rich and famous asking yourself what life .... So you stare and wonder at the images of the brilliant, the rich and famous asking yourself what life would be like in their genes?",2
2507,"Putting success into context. Very thoughtful read, encouraged me to think a little differently about how I see things",2
2508,"Save your money. My review sums it up for you.. I’ll make it easy...you need 10k hours plus of practice at something to be great. You also need to be born at the beginning of the year, so that your age isn’t skipped by cut off dates. Finally, no matter your income, it’s all about who you know or what is available to you that others don’t have.",0
2509,"Good book. Very interesting book based on facts, well writing, makes me want to read more from him (gladwell). Fully recommend book",1
2510,"A bit boring. I bought this book for my middle son to read together as it was recommended to me as inspirational book. To be honest it’s a bit boring and author goes around same subject again and again. We stoped reading midway through. I don’t know may be it is a matter of taste, but we didn’t like it.",0
2511,Disappointing Effort. I was incredibly excited to get my hands on Outliers after reading both Blink and Tipping point in years past. I often call Gladwell my favorite author.,0
2512,Thank you. Thank you,2
2513,"not sure i was persuaded by some of the stories but nevertheless an interesting and easy read.. Interesting book, not sure i was persuaded by some of the stories but nevertheless an interesting and easy read.",1
2514,"Very interesting. This book gave me something to think about. i didn't know the history of these people, combined with the hours it takes to be successful. Good read.",1
2515,"Not as revelatory as you'd think. It takes lots of actual practice to master something. It also takes opportunities that are not in our control. So basically, Gladwell is trying to prove Calvinism (hard work + predestination). Pinpointing the web of circumstances that leads to success is something that we obsess over as a culture and Gladwell provides a very interesting analysis of how this works. But I do not feel like I heard any revelations here that I did not learn from my father when he encouraged me to get internships as an undergraduate.",1
2516,Eye opener. Will make you reconsider all you think you know about what leads to success. This is not a self help book it is a self awareness book. Excellent eye opening and entertaining reading.,1
2517,Item delivered on time and as described.. Item delivered on time and as described.,2
2518,Interesting. Interesting but a bit repetetive,0
2519,Great read. Good book,2
2520,"Encouraging but not useful... Avoid if you are looking for suggestions from the book. The first chapter is good, but the latter chapters are becoming worse. I gave up on the fourth chapter, so cannot say much about the things after that. But for the first several chapters, not many practical suggestions are given other than working hard. The main theme is genius is not born genius, they are ordinary people. But how can you replicate their success? Woops, the book just doesn’t care. Pretty disappointed... Might be an encouraging book, but far from being useful.",0
2521,Gifted. Sent as a gift,2
2522,"Fascinating. This book had so much incredible information, and it gave me a new perspective in looking at achievements. The author had so many different subjects to explore.",2
2523,"Interesting. I felt the book was really well written and very interesting. However, I felt that it was based on anecdotal evidence without a tremendous amount of evidentiary substance.",0
2524,"Ground-breaking. Surprisingly well-written, with unexpected examples of success that no one has thought of before. It will definitely change the way you think about success and it dives deep into an exploration and discovery of its determining factors. Overall, go for it without second thought.",2
2525,"Interesting, but discouraging. The ideas and facts presented by Gladwell in Outliers are interesting and intensely thought provoking. However, there is a tendency to feel mildly disheartened by the theme of the necessity of opportunities and the large rejection of the idea of ""The American dream."" This happens largely in the first part of the book: ""Opportunity"". The first chapter discusses the accumulation of opportunities as a result of each other starting with something as simple as birthdate. The second half discusses the effect of a legacy set before us that is unchangeable and again could decide our future despite our having no control over it. Gladwell's method of mixing story telling with analysis and facts is impressive and keeps the book interesting, but the occasion undertone of condescension can be distracting. Having read his other book The Tipping Point and enjoying it greatly I was a little disappointed by Outliers, but nonetheless found Gladwell's ideas interesting despite feeling slightly depressed by it.",0
2526,Nice book. Different perception. Nice book. Different perception. Some of the examples are amazing. Was worth my time.,1
2527,Five Stars. I really enjoy reading another Gladwell's book.,2
2528,Straightforward transaction. Good item. Arrived on time.,1
2529,"No good time to read this book. I am so turned off by Gladwell other book and this book, I could not read Blink.",0
2530,"Good, easy read. I enjoyed it and found it very interesting because it's just nothing I've ever heard before, or told in that way. The stories were a bit long winded but the material is amazing.",1
2531,"Success and luck. Now we hear the rest of the story. A well written discussion of why some people with all of the right background, intelligence, and social status make big impacts while others don't. Spoiler: there is an element of being in the right place at the right time.",2
2532,"Amazing book. It's my second time reading this book and I'm still amazed at the stories told by Gladwell. What struck me is that after all, it's not those who are successful are outliers but those who not.",2
2533,"One of the most fascinating reads ever. Unless your offended by being called a *#&5*#$%.. fascinating book. As a southerner, though, I, too, would want to fight any jerk who called me what provoked southerners in a test that Gladwell writes about. Wish he would get the guts or whatever, to do the same instead of telling us southerner to adjust our behavior. Never be a gimp and tell someone how to act!",2
2534,Looks like super people not so special after all.. Looks like super people not so special after all.,1
2535,Happy reading. A good read.,2
2536,"Anecdotal evidence. This book has an interesting concept and is well written if one likes to read newspaper articles. Given its author, its not suprising it is crafted in a journalistic style. However, it was an interesting read that proposes a believable theory of how people succeed through practice and fortitude.",1
2537,An Analytical view on success. Data driven view on how people succeed,2
2538,Four Stars. This book was very interesting. The ideas discussed were very eye-opening.,1
2539,Five Stars. Excellent,2
2540,"Definitely recommend!. Just read it, amazing book!",2
2541,"Good book! I even bought a copy for my .... Good book! I even bought a copy for my son to read. He's in college. The part Mr. Gladwell doesn't really discuss is the spiritual component of the stories he brings up in the book though. At the beginning he mentions this Italian town that moved to America and their great success. He mentions their faith as a key component to their success in this introduction story, but never brings it up again. Without this developed piece the book feels like it is missing something. But, even so, it is a great book. Very thought provoking!",2
2542,"Insightful, knowledgable and fun.. Brilliant book which really opened my eyes to how different factors other than so called ""pure genious"" can contribute to success. It was written in such a way that I didn't get bored and looked forward to reading it everyday.",2
2543,Four Stars. Great book to read,1
2544,outliers review. The book had a lot of interesting theories and info. I liked it and would read another,1
2545,"Amazing Book. This is a terrific book written by an Outlier himself, who is born of outliers.",2
2546,Five Stars. Good read.,2
2547,Make you think. Gladwell does a great job of making you think about successful people in a different light. He basically says that there are other events that occurred along the way that helped them become successful...no one does it alone.,2
2548,Great read!. Great book on success. It was all over the place while offering so many examples.,1
2549,Malcolm Gladwell keeps writing books I have to read!. Malcolm Gladwell keeps writing books I have to read! Love his concepts and research.,2
2550,Some Interesting Facts. A very well written and well researched book looking into why certain groups of the population are more successful than others.,1
2551,"It was not what I expected.. It was mostly focused on social and enviromental elements that impact on individual success. It is good for making teader more humble, modest and grateful, but doesn't provide insights on how control and influence the factors that are control-able by human being.",0
2552,"I didn't realize that!. Mr Gladwell's intelligence is evident on every page: and he shares it so well! There are so many interesting facts. I just loved the way he tied them together to explain things that we just take for granted. I generally read fiction, but I occasionally make exceptions. I am so glad I did, as I thoroughly enjoyed every word in this book.",2
2553,I enjoyed it!. Some very interesting stories in it but not as useful as I heard from people who recommended it.,1
2554,Inspiring call to action. I always enjoy malcolm gladwell's way of thinking. In this book he looks at what are the ingredients of success and the circumstances that lead them there.,2
2555,"Not Really About Outliers.. This books title leads you to believe that it's going to talk about statistical outliers, but it only nominally does that. Gladwell ignores actual outliers in the teeth of the statistical cases he presents.",0
2556,Very. It’s a very good book,2
2557,Learning Curve. I have learned a tremendous amount from this book. I teach students who are at risk in a small school district. This book's insights have given me much to think about as far as what motivates these students. I want to read more about this.,2
2558,"A fascinating book. While there's been a lot of discussion about the 10,000 hours theory and a lot of people have a problem with it, I found this book fascinating. It's a very easy read with a lot of clear examples. As a theory of expertise, with a lot of data to back it up, this book is excellent and I'd recommend it to anyone interested in why certain people become great in their fields.",2
2559,Good read but colored with author's viewpoint. This book is a good read and shines an interesting perspective on how people become successful. However it's also obvious that the author is using data to make points that align with his viewpoint without casting light on the whole story.,1
2560,"Another merry romp through the social sciences with profound conclusions.. Outliers is classic Gladwell. Well researched, impeccably storied and logically concluded. He takes us on journey after journey relating facts and experiences and tying them together in fresh ways to achieve new understanding of the complexities of life. Some are deceptively simple - you need 10000 hours of practice at anything to be truly proficient. Some more complex - cultural differences have huge bearing on how good you are at something. I loved it. It made me think and change my perceptions of schooling, genius and hard work. Thoroughly recommended.",2
2561,"Outliers--Great observations and even greater inspiration. For those who enjoyed ""The Tipping Point,"" this is another of Gladwell's masterpieces. The book truly defines outliers in almost every field and challenges well known assumptions about success, intelligence and the factors that contribute to achieving greatness. In a society focused on instant gratification and a generation that expects quick rewards, Gladwell's 10,000 hour rule reminds us that success does not come easy, even if you are endowed with the highest IQ in the world. Persistent hard work over a long period of time along with cultural, social and geographical factors play a huge role in determining who gets to reach the pinnacle of achievement. Gladwell's concept of the perfect timing also intrigues the reader. The hockey players born in January or the technology titans born in the mid 1950s are examples of ""perfect timing"" working in your favor to make you successful.",2
2562,"Very Interesting!. Gladwell sets out to explain how the top people in any field were able to get there. The explanations can be very surprising. I was very engaged throughout the whole book. He talked a lot about education, and having been a public school teacher for the last 27 years, I found it absorbing, hopeful, and found myself wishing that I had known some of these things 27 years ago.",1
2563,"Useful. I liked this book. The stories and examples inside were very surprising, interesting and in many ways applicable when analyzing your own path to success.",1
2564,Very interesting read. Well thought and some provocative ideas put forward! A detailed historical account of success that makes one pause and reassess success!,2
2565,Four Stars. good book to read if you want to know about success,1
2566,"Very interesting, gives you more insights on the way our world evolved.. By providing an assessment on most of its characters and the main factors for it's subjects' success, the book gives you a more down to earth reasons for such brilliant careers and achievements such as the ones described in the book. Very good reading.",1
2567,"Insightful read!. It is a jam packed book dealing with dispeling the misconceptions of success we have in mind. Readers alike will be enthralled with a ""new"" definition of what it means to be a successful achiever. Moreover, the author uses data and evdence to corroborate the theories behind what makes a person reach the pinnacle of the ladder. It is a definite fresh take on many misleading theories we have. A brilliant and excellent read! appy reading viee",1
2568,used it for school. I used this book for school and while facts such as these don't make for fun listening but the information I gained was interest and a lesson learned and a different way of looking at why certain things happen.,1
2569,"A wonderful read which explores why some people succeed and others .... Well researched and explained book. A wonderful read which explores why some people succeed and others don't despite great effort. Also, timely given USA's recent discussions of white privilege and institutional racism. I found myself reading a chapter, or a part chapter, a night, so I could spend some time thinking about it the next day.",2
2570,Five Stars. Great read!!,2
2571,"SUCCESS? WHAT DOES THIS GUY KNOW ABOUT SUCCESS?!. AWFUL, BORING, (the author looks) CREEPY, DULL and I could go on and on and on! I literally had to FORCE myself to read this dreadful excuse for a book. Why this poorly developed sad excuse for a book ever got published, I'll never know, (it must be by the same idiots who thought Twilight was a good idea.) I love to read and usually can't put a book down, however, this was just begging for me to throw it across the room to it's rightful place-the toilet. The thought that students are being required to read this is pathetic and shows what a poor idea of literature certain teachers have in mind. Let the students read the classics, new books, science fiction, autobiographies, graphic novels, basically ANYTHING but this bore! In a few hundred years, a new breed of human (or maybe aliens) will be digging up remains of our civilization and questioning it's demise, and they'll uncover the Outliers, see teachers attempt to force their students to read and learn from it, and quickly realize why we went downhill. My family runs out of toilet paper fairly quickly, the only upside of owning this book is that we can use it for TP, in case the store is closed.",0
2572,Five Stars. Best book I've read in a really long time.,2
2573,"Some interesting ideas but nothing that hasn't been said before. I bought the book because it's GlDwell's bestselling work. I was a bit disappointed. His theories are actually fairly mundane and very often, he is repeating what has already been said before. The book lacks the insight that I was looking for. A mild disappointment.",0
2574,"Worthy Read: Gladwell's Intent. No, it [excellence] doesn't start with talent, it starts with love.",1
2575,"good. To me, it kind of dragged/",0
2576,"Great Book. What I took from this book is that success is largely based on practice and luck. It does a good job at showing how one seemingly minor decision can be the start to a career of success, without you ever knowing it then. It was a good book that seems often criticized by people claiming he twists his data to prove his theories, but a lot of what he says seems like common sense. For example the 10,000 hour rule. If you take it literally, you might think that 10,000 hours of practice magically results in success. That's an absurd criticism I've seen too much of. Take him seriously, and you'll understand that Gladwell isn't saying that at all.",1
2577,Fantastic Book. I would recommend this book to anyone. Well written; it is very hard to put down once you start reading!,2
2578,Enjoyable if a little meandering. The author works hard to distinguish fact from belief and in a very interesting way weaves a story that explains how much nature vs nurture act on the success of humans.,1
2579,Great book. This is one of the only books i have read with so much intrigue that I have actually come to finish. Well recommended!,2
2580,"Great reading, but not too much new here. I enjoy Gladwell's books - easy to read, entertaining and generally insightful. Outliers fits the bill, although he starts off with a basic assumption - ""We pretend that success is exclusively a matter of individual merit."" - that I'm not sure is all that valid. I think most people would agree that circumstance and luck also play a part in creating success, and that's essentially the point he's making in this book. As such, I wasn't blown away by any new insights here - more a validation of what I always believed. Nevertheless, I would still recommend the book.",1
2581,"Interesting, and Fun to Read (If Not Completely Earth-Shattering). I want this quote from Chapter 8 tattooed on my students’ foreheads: “Success is a function of persistence and doggedness and the willingness to work hard for twenty-two minutes to make sense of something that most people would give up on after thirty seconds.” Nailed it. No better statement explains the difference between success and failure in my English and writing classes.",1
2582,"Thank you, Malcolm.. Anything Malcom writes is worth reading. And, his podcast is really good. Thank you for your contribution to our society.",1
2583,"Gladwell is rarely persuasive, but always entertaining and provocative .... Gladwell is rarely persuasive, but always entertaining and provocative. He puts forth an idea and then tells stories of people,my hat support his idea. But funding a couple of stories does not really prove the point. When will he learn to go a little deeper?",0
2584,An Interesting Concept. I like that this book is not a self-help book. It's message is not to change yourself... but to be yourself at the right time.,1
2585,"Sad Allegory. As an American, I truly prefer a tale which is much less serendipitous. This is a perspective from entitled, elitist.... there is some truth... and ancestry provided advantages..... but discouraging synopsis for anyone midlife.",0
2586,"Great book, fast read.. Malcolm Gladwell's Outliers is a great book about the outliers of success. Gladwell discusses several things throughout the book that are direct factors to success, such as hard work, opportunities, and - believe it or not - your ethnicity. Talent by itself will not get you to where you want to be in life. Hard work by itself will not get you where you want to be in life. Opportunities by themselves will not get you where you want to be in life. But if you combine talent, a good work ethic, opportunities, and being born or growing up at the right time, can lead you to a very successful life. Gladwell discusses cases like Bill Gates, who only became the founder of Microsoft because of several lucky breaks in his life, one being that he lived just minutes away from Washington University, who happened to be giving out free computer hours during the early 70's.",2
2587,First Gladwell book but not my last.. Two weeks after receiving this book I'm now on my third Malcolm Gladwell book. Amazing author who writes in a style to draw the reader into every story.,2
2588,"Gladwell's perspective. love the Gladwell books, have them all...this one is as fascinating as the rest!",1
2589,"A good book. A better read than i thought it would be. I purchased this as the kindle daily deal and thought it might be ok but not that good, but i was wrong. It's a great book and i enjoyed it a lot. Some great arguments on why people achieve success, hard work obviously, but luck and circumstances also key factors, as explained in book.",1
2590,"Highly Recommended - a definite read!. Dear Mr. Gladwell,  recently read your book Outliers for an assignment for my senior English class and found it very applicable to my class's essential question. The essential question varies depending on what grade the students are in and basically serves as the central theme for the entire course. This year, my class's essential question is, ""To what extent do time and place define a person?"" I have to admit that I did not really believe that our essential question had very much depth to it this year; I assumed that the answer was plain and simple. However, upon reading your book Outliers, I came to realize exactly how much time and place can affect a person. rom my understanding, the point that you set out to make in this book was that success is not inherent and that any one person's success can be traced back to a variety of factors. In order to prove this point, you take the reader through a variety of stories such as those of Mort Janklow, Chris Langan, and even Asian math students. In all of these stories, the importance of time and place stood out to me. For Mort Janklow, time was imperative to his success because it allowed him to find a job. In the cases of Chris Langan and Asian math students, it seemed that location was more important to their success than time was. While family environment influenced Chris, and cultural environment influenced Asian math students, it is obvious that their locations were determining factors in their successfulness. CONT. IN SEPARATE REVIEW)",1
2591,Don't think I'd necessarily recommend it to anyone. It's an okay book with some interesting facts. Don't think I'd necessarily recommend it to anyone.,0
2592,"Interesting. The book provides a very interesting view with many different examples. Outliers doesn't spend too much time talking about one subject, so it keeps you interested and moves around to many different fields (from athletics to air pilots). Offers up interesting evidence to support it's premise. If you're familiar with Malcolm Gladwell's works, this is probably one of his most interesting.",1
2593,"good. condition as stated, good value",2
2594,"Another Excellent Book by Gladwell!. Gladwell is am amazing storyteller and theorist. I purchased Outliners after a stranger in a bookstore found me perusing Blink and told me three times I needed to read this book. I'm so glad I listened. Not only does Gladwell examine the formula behind success differently, but he explains it in detail. Some things can't be changed, but others are still within ones ability to influence. Highly Recommended!",2
2595,All hype. Not a fan of the pseudo science throughout this book. I tried to read this then listen and it just didn’t resonate with me. There are many other great books in this genre that get the message across much better.,0
2596,"Boring. Sorry, the basis of this book is simple to grasp and could have been explained in half the words. The stories that illustrate key points are unnecessarily detailed, lengthy and boring. The narration is monotone and does little to breathe life into this book. I finished it but it is the least memorable book I’ve listened to in a long time.",0
2597,Thought provoking. Wonderful book providing many thought provoking and interesting analyses. I bought this on my manager's recommendation to get back into reading and boy did it do the trick! I'm halfway through Tipping Points now and enjoying it immensely.,2
2598,Full of information on Famous people. I read this in three days while I waited for my wife to get read in the morning. The stories are very succinct and packed with information I would never have even thought about. I never knew anything about Bill Gates other that he started Microsoft with Paul Allen.,2
2599,Very engaging. Great book overall.,1
2600,an interesting reead. Interesting perspective on what truly works for successful people. I felt Gladwell focuses overtly on the simplistic circumstantial opportunities afforded to successful people without giving due credit to their individual ability and persistence that enabled them to utilise those circumstances well.,0
2601,Five Stars. Excellent book,2
2602,Four Stars. Thank you,1
2603,"Excellent. This was an excellent book, so good infancy I read it twice in succession.",2
2604,"So that's how it works!. Learned so much about how people tick. It's full of ""ah"" moments. Read his Blink too. kip a Sociology degree - Read his books.",1
2605,Five Stars. This book is a Christmas.,2
2606,"Outliers book review. I would recommend this book for book club discussions. Ours was very interesting. Stick with it past the hockey, unless this is your interest area. The last half was applicable to our retired teacher group.",1
2607,Reading. Recommended to me,2
2608,Five Stars. Useful book. A lot of things to learn from this book.,2
2609,"Opinion from a weak mind. I want to think that I gained something from the book, and I'm sure that I did, but I don't remember.",1
